fuel,date,h,actual,hi,input_status,outcome_known,naive,full_pass,report1_ish,adl,adl_ecm
Regular Petrol,2019-05-17,1,5.869223822338995,False,final,True,0.0,2.2854302728982168,2.7555328040630274,0.11298642058522596,0.9599623828993301
Regular Petrol,2019-05-17,2,2.719884210351978,False,final,True,0.0,-1.167681935167804,2.7555328040630274,0.14037486237676697,1.8585227771654436
Regular Petrol,2019-05-17,3,-5.869223822340018,False,final,True,0.0,-4.516834131034632,2.7555328040630274,0.30603751813070273,2.895031551450367
Regular Petrol,2019-05-24,1,-3.149339611987017,False,final,True,0.0,-0.5874616918375692,-3.7416030700903953,-0.2139838032505356,0.6624753073706281
Regular Petrol,2019-05-24,2,-11.738447644679013,False,final,True,0.0,1.6979685810606475,-3.7416030700903953,-0.15235813081917626,1.5570704136899631
Regular Petrol,2019-05-24,3,-13.313117450673019,False,final,True,0.0,-1.7551436270053733,-3.7416030700903953,0.035246216842866676,2.6068465736193613
Regular Petrol,2019-05-31,1,-8.589108032691996,False,final,True,0.0,-5.285913067851468,-3.7988786634249503,-2.1397990889825245,-1.829315550778931
Regular Petrol,2019-05-31,2,-10.163777838686002,False,final,True,0.0,-5.873374759689038,-3.7988786634249503,-2.851580659276693,-2.599240677029009
Regular Petrol,2019-05-31,3,-10.163777838686002,False,final,True,0.0,-3.587944486790821,-3.7988786634249503,-3.217095838227986,-3.1805265117345964
Regular Petrol,2019-06-07,1,-1.5746698059940059,False,final,True,0.0,-8.709414510140608,-9.537536727588526,-4.35746367637614,-3.7216419419759945
Regular Petrol,2019-06-07,2,-1.5746698059940059,False,final,True,0.0,-13.995327577992077,-9.537536727588526,-6.189065641240546,-5.722774923592667
Regular Petrol,2019-06-07,3,-1.5746698059940059,False,final,True,0.0,-14.582789269829645,-9.537536727588526,-6.866315062997579,-6.955807367104374
Regular Petrol,2019-06-14,1,0.0,False,final,True,0.0,1.4168623026474805,0.9440521438508285,-1.2288922546160441,-1.6001875220621493
Regular Petrol,2019-06-14,2,0.0,False,final,True,0.0,-7.292552207493127,0.9440521438508285,-1.6714649087334215,-2.6926438690114205
Regular Petrol,2019-06-14,3,-1.8251763640789989,False,final,True,0.0,-12.578465275344596,0.9440521438508285,-1.7148017634360133,-3.4722582696162223
Regular Petrol,2019-06-21,1,0.0,False,final,True,0.0,0.8889220622533862,2.8084011161125617,-0.07260960710580745,-0.2758752158362442
Regular Petrol,2019-06-21,2,-1.8251763640789989,False,final,True,0.0,2.3057843649008665,2.8084011161125617,0.031130021293493022,-0.39452165638424425
Regular Petrol,2019-06-21,3,0.3228242367180201,False,final,True,0.0,-6.403630145239741,2.8084011161125617,0.4622714258461659,-0.1640965269611984
Regular Petrol,2019-06-28,1,-1.8251763640789989,False,final,True,0.0,3.2853862547656596,1.9480139867691713,1.4580232238601933,1.0054033509604061
Regular Petrol,2019-06-28,2,0.3228242367180201,False,final,True,0.0,4.174308317019046,1.9480139867691713,2.440053699481343,1.802720265165819
Regular Petrol,2019-06-28,3,2.900424957675,False,final,True,0.0,5.591170619666526,1.9480139867691713,2.7696740558018527,2.108218985262477
Regular Petrol,2019-07-05,1,2.148000600797019,False,final,True,0.0,0.9435822090215559,-3.911791749417142,1.329187189120944,1.6418007647391024
Regular Petrol,2019-07-05,2,4.725601321753999,False,final,True,0.0,4.228968463787215,-3.911791749417142,1.8056503978092282,2.660376838440744
Regular Petrol,2019-07-05,3,5.0120014018600045,False,final,True,0.0,5.117890526040601,-3.911791749417142,2.0384897089468956,3.4597394104116574
Regular Petrol,2019-07-12,1,2.57760072095698,False,final,True,0.0,4.448024368874883,3.85320062240297,2.2803582529374924,3.5230601814360454
Regular Petrol,2019-07-12,2,2.8640008010629856,False,final,True,0.0,5.3916065778964395,3.85320062240297,3.2569134910811,6.0801913649723724
Regular Petrol,2019-07-12,3,2.8640008010629856,False,final,True,0.0,8.676992832662098,3.85320062240297,3.5047930765339927,8.093340426722873
Regular Petrol,2019-07-19,1,0.2864000801060058,False,final,True,0.0,-2.2194391643529108,-3.709294219835927,0.06561121321866725,2.2937354969040817
Regular Petrol,2019-07-19,2,0.2864000801060058,False,final,True,0.0,2.2285852045219725,-3.709294219835927,-0.0477663273010425,4.413027798887299
Regular Petrol,2019-07-19,3,0.2864000801060058,False,final,True,0.0,3.1721674135435283,-3.709294219835927,0.04715900318802039,6.732075380514401
Regular Petrol,2019-07-26,1,0.0,False,final,True,0.0,-2.7994664446678903,0.0,-1.258899585412709,0.4707902150862608
Regular Petrol,2019-07-26,2,0.0,False,final,True,0.0,-5.018905609020801,0.0,-1.62601409797958,1.6152683476065293
Regular Petrol,2019-07-26,3,0.0,False,final,True,0.0,-0.5708812401459177,0.0,-1.9633454572355815,2.7206435212186135
Regular Petrol,2019-08-02,1,0.0,False,final,True,0.0,1.4306260056294207,1.5643169666421286,0.2149688451843086,1.019898355203416
Regular Petrol,2019-08-02,2,0.0,False,final,True,0.0,-1.3688404390384696,1.5643169666421286,0.12163030326384687,1.756022300316701
Regular Petrol,2019-08-02,3,0.0,False,final,True,0.0,-3.5882796033913804,1.5643169666421286,0.046151288143744876,2.485647656315959
Regular Petrol,2019-08-09,1,0.0,False,final,True,0.0,-1.4374651364159916,-4.919509120007017,-0.6799090359275188,0.5572135973986398
Regular Petrol,2019-08-09,2,0.0,False,final,True,0.0,-0.00683913078657099,-4.919509120007017,-0.997020248011292,1.3487858975198432
Regular Petrol,2019-08-09,3,1.2888003604780067,False,final,True,0.0,-2.806305575454461,-4.919509120007017,-0.889775933334974,2.518601471108641
Regular Petrol,2019-08-16,1,0.0,False,final,True,0.0,1.564108492166432,1.1260178633343825,0.32025768737348775,0.9974362614421812
Regular Petrol,2019-08-16,2,1.2888003604780067,False,final,True,0.0,0.1266433557504406,1.1260178633343825,0.6913225215249321,2.1047612511635974
Regular Petrol,2019-08-16,3,3.0072008411160027,False,final,True,0.0,1.5572693613798612,1.1260178633343825,0.7363046893094984,2.9357775519183797
Regular Petrol,2019-08-23,1,1.2888003604780067,False,final,True,0.0,0.2675902816259963,1.0126469851852786,0.48120846752866747,1.4366013689066026
Regular Petrol,2019-08-23,2,3.0072008411160027,False,final,True,0.0,1.8316987737924284,1.0126469851852786,0.5718367706495834,2.548163599319743
Regular Petrol,2019-08-23,3,3.0072008411160027,False,final,True,0.0,0.39423363737643696,1.0126469851852786,0.7109850477440771,3.7096707631163843
Regular Petrol,2019-08-30,1,1.718400480637996,False,final,True,0.0,0.6147569403134717,0.4780095311135587,0.34057714978011444,1.3272001168352425
Regular Petrol,2019-08-30,2,1.718400480637996,False,final,True,0.0,0.882347221939468,0.4780095311135587,0.5860192974154748,2.5972064793953127
Regular Petrol,2019-08-30,3,5.584801562073011,False,final,True,0.0,2.4464557141059,0.4780095311135587,0.6598891842186752,3.7412390186209676
Regular Petrol,2019-09-06,1,0.0,False,final,True,0.0,-1.9019232038936031,-0.4460147981046225,-0.534558700043252,0.6021452953371623
Regular Petrol,2019-09-06,2,3.866401081435015,False,final,True,0.0,-1.2871662635801313,-0.4460147981046225,-0.7712282951949374,1.4127131484913922
Regular Petrol,2019-09-06,3,3.0072008411160027,False,final,True,0.0,-1.019575981954135,-0.4460147981046225,-0.8349898359608658,2.3452274206919053
Regular Petrol,2019-09-13,1,3.866401081435015,False,final,True,0.0,4.191011207637854,0.0,1.4792296850306295,1.4357062391751767
Regular Petrol,2019-09-13,2,3.0072008411160027,False,final,True,0.0,2.289088003744251,0.0,2.117254391458606,2.257854254519679
Regular Petrol,2019-09-13,3,-1.4264453415580078,False,final,True,0.0,2.903844944057723,0.0,2.26384301244707,2.694690764989634
Regular Petrol,2019-09-20,1,-0.8592002403190122,False,final,True,0.0,10.092286281893387,0.0,4.762789799444078,4.5025450357435295
Regular Petrol,2019-09-20,2,-5.292846422993023,False,final,True,0.0,14.28329748953124,0.0,6.6171211009294595,6.871916368572546
Regular Petrol,2019-09-20,3,-6.031787453438,False,final,True,0.0,12.381374285637637,0.0,7.457759176359864,8.537055173605713
Regular Petrol,2019-09-27,1,-4.433646182674011,False,final,True,0.0,-3.702863078051517,0.0,0.3820058968290004,2.242804742118772
Regular Petrol,2019-09-27,2,-5.172587213118987,False,final,True,0.0,6.389423203841869,0.0,0.6131756667575086,4.390669070057052
Regular Petrol,2019-09-27,3,-5.172587213118987,False,final,True,0.0,10.580434411479724,0.0,0.9498263220666109,6.680924006365001
Regular Petrol,2019-10-04,1,-0.7389410304449768,False,final,True,0.0,-3.4939623302868372,0.0,-1.1414819306547193,0.5419921808766718
Regular Petrol,2019-10-04,2,-0.7389410304449768,False,final,True,0.0,-7.196825408338355,0.0,-1.339390322941231,1.8688596066737941
Regular Petrol,2019-10-04,3,-0.7389410304449768,False,final,True,0.0,2.8954608735550313,0.0,-1.9560588183316578,2.6938175512607576
Regular Petrol,2019-10-11,1,0.0,False,final,True,0.0,3.8418860436405455,0.0,1.3521747191765068,2.547549089646544
Regular Petrol,2019-10-11,2,0.0,False,final,True,0.0,0.3479237133537083,0.0,1.3715011064004232,3.9026817674376946
Regular Petrol,2019-10-11,3,0.0,False,final,True,0.0,-3.3549393646978087,0.0,1.2652632730874533,5.092762782407758
Regular Petrol,2019-10-18,1,0.0,False,final,True,0.0,-1.0421804365515406,0.0,-0.39332825197210447,1.504199096556249
Regular Petrol,2019-10-18,2,0.0,False,final,True,0.0,2.799705607089005,0.0,-0.6471423119682651,3.085600588239026
Regular Petrol,2019-10-18,3,1.2970798756269915,False,final,True,0.0,-0.6942567231978323,0.0,-0.37390732637633506,5.160415168244517
Regular Petrol,2019-10-25,1,0.0,False,final,True,0.0,-4.838856166670509,0.0,-2.206308812343279,-0.05054071484550355
Regular Petrol,2019-10-25,2,1.2970798756269915,False,final,True,0.0,-5.881036603222049,0.0,-2.76343235809951,1.2900981359426817
Regular Petrol,2019-10-25,3,4.179479599242001,False,final,True,0.0,-2.039150559581504,0.0,-3.024441681354494,2.806611913116499
Regular Petrol,2019-11-01,1,1.2970798756269915,False,final,True,0.0,-1.8563081627742022,0.0,-1.3131730671566793,0.1813013888134475
Regular Petrol,2019-11-01,2,4.179479599242001,False,final,True,0.0,-6.695164329444711,0.0,-1.9374130046870084,0.8572102472619669
Regular Petrol,2019-11-01,3,5.044199516325989,False,final,True,0.0,-7.7373447659962515,0.0,-2.270110577674334,1.695916317655402
Regular Petrol,2019-11-08,1,2.882399723615009,False,final,True,0.0,5.402012018160412,0.0,1.520990808734457,2.094578696726539
Regular Petrol,2019-11-08,2,3.7471196406989975,False,final,True,0.0,3.5457038553862095,0.0,2.065573244151787,3.36186700104558
Regular Petrol,2019-11-08,3,3.7471196406989975,False,final,True,0.0,-1.2931523112842995,0.0,2.3652349665057435,4.468015422550595
Regular Petrol,2019-11-15,1,0.8647199170839883,False,final,True,0.0,2.58045468667137,0.0,1.5690224628265939,2.5840995102447737
Regular Petrol,2019-11-15,2,0.8647199170839883,False,final,True,0.0,7.982466704831782,0.0,2.28606285005972,4.535183521530467
Regular Petrol,2019-11-15,3,0.8647199170839883,False,final,True,0.0,6.1261585420575795,0.0,2.772105480812992,6.344303929624461
Regular Petrol,2019-11-22,1,0.0,False,final,True,0.0,-2.2514374443620344,0.0,-0.1766778309944841,1.183876948750249
Regular Petrol,2019-11-22,2,0.0,False,final,True,0.0,0.3290172423093352,0.0,-0.05961272409618334,2.651328823597396
Regular Petrol,2019-11-22,3,0.0,False,final,True,0.0,5.731029260469747,0.0,-0.08698689567227248,3.9545338259494396
Regular Petrol,2019-11-29,1,0.0,False,final,True,0.0,-0.6467918178639799,0.0,-0.13822827263244844,0.8552519153132719
Regular Petrol,2019-11-29,2,0.0,False,final,True,0.0,-2.8982292622260144,0.0,-0.2747676763126468,1.67264652590636
Regular Petrol,2019-11-29,3,0.0,False,final,True,0.0,-0.3177745755546446,0.0,-0.46668078061522744,2.3827624204571975
Regular Petrol,2019-12-06,1,0.0,False,final,True,0.0,-2.4452445221831587,0.0,-1.1040707828928777,-0.031195472467447104
Regular Petrol,2019-12-06,2,0.0,False,final,True,0.0,-3.0920363400471387,0.0,-1.7030526821439704,0.28209855668893347
Regular Petrol,2019-12-06,3,0.8647199170839883,False,final,True,0.0,-5.3434737844091735,0.0,-1.843488302523009,0.9900545640205393
Regular Petrol,2019-12-13,1,0.0,False,final,True,0.0,-1.148424007450972,0.0,-1.0545995249449724,-0.3531920518577698
Regular Petrol,2019-12-13,2,0.8647199170839883,False,final,True,0.0,-3.593668529634131,0.0,-1.3855778353604213,-0.10183437034680587
Regular Petrol,2019-12-13,3,6.948374064309007,False,final,True,0.0,-4.240460347498111,0.0,-1.5152939753235073,0.3139348650540161
Regular Petrol,2019-12-20,1,0.8647199170839883,False,final,True,0.0,-0.606720739913171,0.0,-0.5652610951110916,-0.07786444106478616
Regular Petrol,2019-12-20,2,6.948374064309007,False,final,True,0.0,-1.755144747364143,0.0,-0.7925619138773706,0.11748495700644408
Regular Petrol,2019-12-20,3,8.284155460503996,False,final,True,0.0,-4.200389269547301,0.0,-0.8238780207929285,0.46662406878798574
Regular Petrol,2019-12-27,1,6.083654147225019,False,final,True,0.0,-0.24551191502812628,0.0,-0.3236890105542573,0.04441760497377381
Regular Petrol,2019-12-27,2,7.419435543420008,False,final,True,0.0,-0.8522326549412973,0.0,-0.3890979370727096,0.29110581649557266
Regular Petrol,2019-12-27,3,5.972853027700012,False,final,True,0.0,-2.0006566623922692,0.0,-0.36933583489779215,0.6107439626884371
Regular Petrol,2020-01-03,1,1.3357813961949887,False,final,True,0.0,-0.6300223798243003,0.0,-0.29718874522124555,-0.06906410657046633
Regular Petrol,2020-01-03,2,-0.11080111952500715,False,final,True,0.0,-0.8755342948524265,0.0,-0.3544050592748152,0.05698404192832237
Regular Petrol,2020-01-03,3,-1.702041886816005,False,final,True,0.0,-1.4822550347655976,0.0,-0.33467138566834537,0.23494587249443033
Regular Petrol,2020-01-10,1,-1.4465825157199959,False,final,True,0.0,0.2324991124192131,0.0,0.03889338372888865,-0.6647882641377758
Regular Petrol,2020-01-10,2,-3.0378232830109937,False,final,True,0.0,-0.3975232674050872,0.0,0.09969696273198654,-1.320729729585943
Regular Petrol,2020-01-10,3,-7.956203836458002,False,final,True,0.0,-0.6430351824332134,0.0,0.14295935211977928,-1.9983671551975941
Regular Petrol,2020-01-17,1,-1.5912407672909978,False,final,True,0.0,-2.9686792959879167,0.0,-1.1147173672418214,-1.7067251319756007
Regular Petrol,2020-01-17,2,-6.509621320738006,False,final,True,0.0,-2.736180183568704,0.0,-1.5497941992874738,-2.884655187842727
Regular Petrol,2020-01-17,3,-8.245520339601995,False,final,True,0.0,-3.366202563393004,0.0,-1.6427974795847489,-3.7876227463116403
Regular Petrol,2020-01-24,1,-4.918380553447008,False,final,True,0.0,-1.2216246865039657,-2.5652121250790354,-0.9184905098779713,-1.7379380536116322
Regular Petrol,2020-01-24,2,-6.6542795723109975,False,final,True,0.0,-4.190303982491883,-2.5652121250790354,-1.2080117583017476,-2.9728683746407674
Regular Petrol,2020-01-24,3,-6.6542795723109975,False,final,True,0.0,-3.9578048700726693,-2.5652121250790354,-1.3552409599423165,-4.112933501177964
Regular Petrol,2020-01-31,1,-1.7358990188639893,False,final,True,0.0,-4.647556084389451,-4.974107209982135,-2.1292334008157883,-2.6291372368849037
Regular Petrol,2020-01-31,2,-1.7358990188639893,False,final,True,0.0,-5.869180770893417,-4.974107209982135,-3.0379100915073862,-4.3161575725282795
Regular Petrol,2020-01-31,3,-2.3145320251520047,False,final,True,0.0,-8.837860066881333,-4.974107209982135,-3.2695189002358296,-5.458484159005326
Regular Petrol,2020-02-07,1,0.0,False,final,True,0.0,-0.6019794238781664,-3.625106972863973,-1.1458770915267678,-1.824232162312561
Regular Petrol,2020-02-07,2,-0.5786330062880154,False,final,True,0.0,-5.249535508267617,-3.625106972863973,-1.4714662130279441,-2.987021839938134
Regular Petrol,2020-02-07,3,-1.4465825157199959,False,final,True,0.0,-6.471160194771583,-3.625106972863973,-1.6256459468713724,-4.026772638334023
Regular Petrol,2020-02-14,1,-0.5786330062880154,True,final,True,0.0,1.7466716351035023,-2.431021464131054,0.3634344577764319,-0.46707049362243436
Regular Petrol,2020-02-14,2,-1.4465825157199959,True,final,True,0.0,1.144692211225336,-2.431021464131054,0.49584917583739546,-1.1247034377291592
Regular Petrol,2020-02-14,3,-3.3271397861550156,True,final,True,0.0,-3.502863873164115,-2.431021464131054,0.6706082327965248,-1.7441991230850642
Regular Petrol,2020-02-21,1,-0.8679495094319805,True,final,True,0.0,1.4241708187726714,1.2490514681105593,0.6907655422667158,-0.0009650043419881459
Regular Petrol,2020-02-21,2,-2.748506779867,True,final,True,0.0,3.170842453876174,1.2490514681105593,1.0915336464088974,-0.2249186413444062
Regular Petrol,2020-02-21,3,-22.132712490510983,True,final,True,0.0,2.5688630299980075,1.2490514681105593,1.352176193156891,-0.5400801302595064
Regular Petrol,2020-02-28,1,-1.8805572704350197,True,final,True,0.0,-4.7450820402583265,-2.3536817249146935,-1.467197025983526,-1.4231252779751284
Regular Petrol,2020-02-28,2,-21.264762981079002,True,final,True,0.0,-3.320911221485655,-2.3536817249146935,-1.9761217455945783,-2.0706931433820133
Regular Petrol,2020-02-28,3,-33.994689119412016,True,final,True,0.0,-1.5742395863821528,-2.3536817249146935,-2.137912920786664,-2.4684818208754633
Regular Petrol,2020-03-06,1,-19.384205710643982,True,final,True,0.0,-3.0896789561452684,-1.1192317796852755,-1.722731711244157,-2.0797917328543294
Regular Petrol,2020-03-06,2,-32.114131848976996,True,final,True,0.0,-7.8347609964035945,-1.1192317796852755,-2.3893323349954936,-3.3525416605304725
Regular Petrol,2020-03-06,3,-32.114131848976996,True,final,True,0.0,-6.410590177630923,-1.1192317796852755,-2.7606672542005337,-4.43213680070972
Regular Petrol,2020-03-13,1,-12.729926138333013,True,final,True,0.0,-17.814832443971113,0.0,-7.534240763885555,-6.748400937935577
Regular Petrol,2020-03-13,2,-12.729926138333013,True,final,True,0.0,-20.90451140011638,0.0,-11.041303647220166,-10.460769331947269
Regular Petrol,2020-03-13,3,-11.966009237521007,True,final,True,0.0,-25.64959344037471,0.0,-11.951066810466964,-12.007143182965523
Regular Petrol,2020-03-20,1,0.0,True,final,True,0.0,-13.02331454077149,0.0,-8.463587532909331,-7.377345647277877
Regular Petrol,2020-03-20,2,0.7639169008120064,True,final,True,0.0,-30.838146984742604,0.0,-11.687303897544078,-10.558258086707678
Regular Petrol,2020-03-20,3,1.0694836611370135,True,final,True,0.0,-33.92782594088787,0.0,-12.96512811219141,-12.209544664505726
Regular Petrol,2020-03-27,1,0.7639169008120064,True,final,True,0.0,-7.1195624641799435,0.0,-5.368811277566809,-4.744851610634266
Regular Petrol,2020-03-27,2,1.0694836611370135,True,final,True,0.0,-20.142877004951433,0.0,-7.449047100382445,-7.026010332221129
Regular Petrol,2020-03-27,3,1.0694836611370135,True,final,True,0.0,-37.95770944892255,0.0,-8.112272611932417,-8.25091981215287
Regular Petrol,2020-04-03,1,0.3055667603250072,True,final,True,0.0,-2.576815038802868,0.0,-2.6654066422425164,-3.620008780233937
Regular Petrol,2020-04-03,2,0.3055667603250072,True,final,True,0.0,-9.696377502982811,0.0,-3.3409051446803697,-5.737307419607155
Regular Petrol,2020-04-03,3,0.3055667603250072,True,final,True,0.0,-22.719692043754304,0.0,-3.58346355933634,-7.590055964139347
Regular Petrol,2020-04-10,1,0.0,True,final,True,0.0,-0.39454347599487066,0.0,-0.6509023862164383,-2.3296354706934332
Regular Petrol,2020-04-10,2,0.0,True,final,True,0.0,-2.9713585147977386,0.0,-0.8012193431034182,-4.346779851615979
Regular Petrol,2020-04-10,3,1.1588764864309837,True,final,True,0.0,-10.090920978977682,0.0,-0.7972179707181973,-6.3664717701518985
Regular Petrol,2020-04-17,1,0.0,True,final,True,0.0,-0.9666604986903964,0.0,-0.43593207549715857,-2.105105728337846
Regular Petrol,2020-04-17,2,1.1588764864309837,True,final,True,0.0,-1.361203974685267,0.0,-0.5202266453474887,-4.097424856976666
Regular Petrol,2020-04-17,3,2.028033851255003,True,final,True,0.0,-3.938019013488135,0.0,-0.4916254052997889,-6.102300806557027
Regular Petrol,2020-04-24,1,1.1588764864309837,True,final,True,0.0,3.2342769296949845,0.0,1.0104470678147381,-1.1136341154613976
Regular Petrol,2020-04-24,2,2.028033851255003,True,final,True,0.0,2.267616431004588,0.0,1.3974899198050703,-2.8777927241285903
Regular Petrol,2020-04-24,3,3.7663485809019903,True,final,True,0.0,1.8730729550097174,0.0,1.5028873658954223,-4.9628407881599665
Regular Petrol,2020-05-01,1,0.8691573648240194,True,final,True,0.0,4.772572016126623,0.0,2.0476530239000432,-0.01957328322429712
Regular Petrol,2020-05-01,2,2.6074720944710066,True,final,True,0.0,8.006848945821607,0.0,2.7134131465087488,-1.2674528422039568
Regular Petrol,2020-05-01,3,2.028033851255003,True,final,True,0.0,7.040188447131211,0.0,2.9494700060131,-2.900591289645772
Regular Petrol,2020-05-08,1,1.7383147296469872,True,final,True,0.0,7.889902623405006,0.0,3.433172187993129,1.2748244894577843
Regular Petrol,2020-05-08,2,1.1588764864309837,True,final,True,0.0,12.662474639531629,0.0,4.596346287037579,0.692295495074722
Regular Petrol,2020-05-08,3,0.8691573648229962,True,final,True,0.0,15.896751569226614,0.0,4.881358440970672,-0.6215863944444341
Regular Petrol,2020-05-15,1,-0.5794382432160035,True,final,True,0.0,0.1378216055930057,0.0,1.2009651074192913,0.4084236967691978
Regular Petrol,2020-05-15,2,-0.869157364823991,True,final,True,0.0,8.027724228998013,0.0,1.4909107374044543,0.06032690497223808
Regular Petrol,2020-05-15,3,1.3037360472349917,True,final,True,0.0,12.800296245124635,0.0,1.709262985238642,-0.35952662704694277
Regular Petrol,2020-05-22,1,-0.2897191216079875,True,final,True,0.0,3.7152167943524343,0.0,1.5899164566567425,0.41664051317853334
Regular Petrol,2020-05-22,2,1.8831742904509952,True,final,True,0.0,3.85303839994544,0.0,2.2020168728320035,0.042579245278526995
Regular Petrol,2020-05-22,3,1.8831742904509952,True,final,True,0.0,11.742941023350447,0.0,2.3691071789779525,-0.6694565230924181
Regular Petrol,2020-05-29,1,2.1728934120589827,True,final,True,0.0,-1.7897398300573497,0.0,-0.024447546077932352,-0.2541243119861047
Regular Petrol,2020-05-29,2,2.1728934120589827,True,final,True,0.0,1.9254769642950846,0.0,-0.07058819752155895,-0.5061361659381357
Regular Petrol,2020-05-29,3,2.1728934120589827,True,final,True,0.0,2.06329856988809,0.0,0.1708301257124754,-0.4480435611322341
Regular Petrol,2020-06-05,1,0.0,True,final,True,0.0,4.219271803890448,0.0,1.4472498616809237,0.677749600492829
Regular Petrol,2020-06-05,2,0.0,True,final,True,0.0,2.4295319738330985,0.0,2.1673715629445214,0.8708349099656874
Regular Petrol,2020-06-05,3,0.0,True,final,True,0.0,6.144748768185533,0.0,2.234635362283896,0.6396505537212785
Regular Petrol,2020-06-12,1,0.0,True,final,True,0.0,2.0034364694794893,0.0,1.434788237572933,1.0193445371719476
Regular Petrol,2020-06-12,2,0.0,True,final,True,0.0,6.222708273369937,0.0,1.6949145416915317,1.2051450361068308
Regular Petrol,2020-06-12,3,0.5596532035389998,True,final,True,0.0,4.432968443312587,0.0,1.9532800731829245,1.3980639607809835
Regular Petrol,2020-06-19,1,0.0,True,final,True,0.0,2.514891563198888,0.0,1.1603532486744637,1.1526335501656049
Regular Petrol,2020-06-19,2,0.5596532035389998,True,final,True,0.0,4.518328032678378,0.0,1.664577838491933,1.7878226706075127
Regular Petrol,2020-06-19,3,-0.9571090092860004,True,final,True,0.0,8.737599836568826,0.0,1.6988517764740976,2.1053055139221013
Regular Petrol,2020-06-26,1,0.5596532035389998,False,final,True,0.0,0.5957193603822485,0.0,0.718839945642916,1.1470587285512497
Regular Petrol,2020-06-26,2,-0.9571090092860004,False,final,True,0.0,3.1106109235811363,0.0,0.8082539554304807,1.8418762490519305
Regular Petrol,2020-06-26,3,-0.3769011778729805,False,final,True,0.0,5.114047393060626,0.0,0.9373236751972656,2.531263156770323
Regular Petrol,2020-07-03,1,-1.5167622128250002,False,final,True,0.0,-3.249325577536668,0.0,-1.0437527459564218,-0.08877757411496698
Regular Petrol,2020-07-03,2,-0.9365543814119803,False,final,True,0.0,-2.6536062171544197,0.0,-1.2895770777075934,0.4094830912796756
Regular Petrol,2020-07-03,3,0.5139651971220189,False,final,True,0.0,-0.13871465395553173,0.0,-1.3184513458168514,1.15833389707746
Regular Petrol,2020-07-10,1,0.5802078314130199,False,final,True,0.0,1.2090057236923826,0.6545122451286158,0.18013774361889578,0.6873958662335012
Regular Petrol,2020-07-10,2,2.030727409947019,False,final,True,0.0,-2.0403198538442857,0.6545122451286158,0.2817676498345436,1.3849689816066721
Regular Petrol,2020-07-10,3,3.7713509041880116,False,final,True,0.0,-1.4446004934620371,0.6545122451286158,0.3108639892168069,2.039313415370715
Regular Petrol,2020-07-17,1,1.4505195785339993,False,final,True,0.0,-1.4869952546369276,0.0,-0.42167792580000957,0.8196926542763
Regular Petrol,2020-07-17,2,3.1911430727749917,False,final,True,0.0,-0.27798953094454504,0.0,-0.5530431684401155,1.8843825526521427
Regular Petrol,2020-07-17,3,0.8703117471209794,False,final,True,0.0,-3.527315108481213,0.0,-0.4844704792015557,3.1714316209417657
Regular Petrol,2020-07-24,1,1.7406234942409924,False,final,True,0.0,-0.28537270166687134,0.0,-0.2321881754581754,0.697998011684413
Regular Petrol,2020-07-24,2,-0.5802078314130199,False,final,True,0.0,-1.7723679563037988,0.0,-0.1946715955457476,1.6715740068173666
Regular Petrol,2020-07-24,3,-1.4505195785339993,False,final,True,0.0,-0.5633622326114164,0.0,-0.2798944151393356,2.556333397931752
Regular Petrol,2020-07-31,1,-2.3208313256540123,False,final,True,0.0,-1.6347729321961963,-1.1500487186287738,-0.5422637644549564,0.5532177964074443
Regular Petrol,2020-07-31,2,-3.1911430727749917,False,final,True,0.0,-1.9201456338630676,-1.1500487186287738,-0.8019785395776781,1.3407177746876224
Regular Petrol,2020-07-31,3,-2.030727409948014,False,final,True,0.0,-3.407140888499995,-1.1500487186287738,-0.7701172304446254,2.312611373976129
Regular Petrol,2020-08-07,1,-0.8703117471209794,False,final,True,0.0,1.3045855652033458,1.0709019261303987,0.20762254687015302,0.7583540486150331
Regular Petrol,2020-08-07,2,0.29010391570599836,False,final,True,0.0,-0.3301873669928504,1.0709019261303987,0.3709899707416306,1.4247588171004406
Regular Petrol,2020-08-07,3,3.191143072773997,False,final,True,0.0,-0.6155600686597218,1.0709019261303987,0.37641637602943007,1.9852588536749285
Regular Petrol,2020-08-14,1,1.1604156628269777,False,final,True,0.0,2.6157145962707684,0.475639311601532,1.092197724521447,1.8225065515743233
Regular Petrol,2020-08-14,2,4.061454819894976,False,final,True,0.0,3.920300161474114,0.475639311601532,1.3743971279284857,3.0027539437891138
Regular Petrol,2020-08-14,3,4.061454819894976,False,final,True,0.0,2.2855272292779176,0.475639311601532,1.4797905372816271,4.014198038829415
Regular Petrol,2020-08-21,1,2.9010391570679985,False,final,True,0.0,0.7149286883415509,0.0,0.5350287850578397,1.8129046667805044
Regular Petrol,2020-08-21,2,2.9010391570679985,False,final,True,0.0,3.3306432846123193,0.0,0.7183326930033979,3.314381077360571
Regular Petrol,2020-08-21,3,1.1604156628270061,False,final,True,0.0,4.635228849815665,0.0,0.7341609168373356,4.67653332182474
Regular Petrol,2020-08-28,1,0.0,False,final,True,0.0,0.1802585382645997,0.0,0.25158146581419377,1.4994021410734053
Regular Petrol,2020-08-28,2,-1.7406234942409924,False,final,True,0.0,0.8951872266061506,0.0,0.2908698157939401,2.8238786715504705
